Village/Locality name,Officename ( BO/SO/HO),Pincode,Sub-distname,Districtname,StateName,dis from A
Pillaipakkam,Pillaipakkam B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Putheri,Vayalur B.O,602105,Kancheepuram,KANCHIPURAM,TAMIL NADU,38.827201242848936
Sirukiloy,Vayalur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vaipoor,Mathur B.O,602105,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Vayalur,Vayalur B.O,602105,Uthiramerur,KANCHIPURAM,TAMIL NADU,38.827201242848936
Santhavelur,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Somangalam,Sendamangalam B.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Sunguvarchatram,Sunguvarchatram S.O,602106,Kancheepuram,KANCHIPURAM,TAMIL NADU,38.797273912020216
Boodhanur,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Sendamangalam,Sendamangalam B.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Thirumalpattu,Sendamangalam B.O,602106,Kancheepuram,KANCHIPURAM,TAMIL NADU,38.797273912020216
Pappankuzhi,Sendamangalam B.O,602106,Kancheepuram,KANCHIPURAM,TAMIL NADU,38.797273912020216
Suramenikuppam,Sendamangalam B.O,602106,Kancheepuram,KANCHIPURAM,TAMIL NADU,38.797273912020216
Vittavidagai,Sendamangalam B.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Araneri,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Molachur,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Selvazhimangalam,Sendamangalam B.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Pappankuli,Sendamangalam B.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Sirumangadu,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Thirumangalam,Sunguvarchatram S.O,602106,Sriperumbudur,KANCHIPURAM,TAMIL NADU,38.797273912020216
Kandur,Kandoor B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Mahadevimangalam,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Sivankoodal,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Kannanthangal,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Nandimedu,Kandoor B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Podavur,Pannur S.O (Kanchipuram),602108,Kancheepuram,KANCHIPURAM,TAMIL NADU,42.14894825833021
Ettikuthimedu,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Keeranallur,Kandoor B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Sogandi,Kandoor B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Vadamangalam,Tirupandiyur B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Ramanujapuram,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Maduramangalam,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Podavur,Kandoor B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Sennakuppam,Maduramangalam B.O,602108,Sriperumbudur,KANCHIPURAM,TAMIL NADU,42.14894825833021
Irungattukottai,Irungattukottai S.O,602117,Sriperumbudur,KANCHIPURAM,TAMIL NADU,28.58835756918961
Katrambakkam,Irungattukottai S.O,602117,Sriperumbudur,KANCHIPURAM,TAMIL NADU,28.58835756918961
Chengalpattu,Chengalpattu Cutcherry S.O,603001,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.901589790142495
Chengalpattu,Chengalpattu Med.College S.O,603001,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.901589790142495
Chengalpattu,Chengalpattu H.O,603001,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.901589790142495
Veerapuram,Paranur B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Chengalpattu,Gundur-chengalpattu S.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Echankaranai,Kunnavakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Kunnavakkam,Kunnavakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Hanumanthaputheri R.F,Natham-chengalpattu S.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Pulipakkam,Pulipakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Rajakulipettai,Pulipakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Kanthalur,Pulipakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Chengalpattu,Natham-chengalpattu S.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Paranur,Paranur B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Paranur R.F,Paranur B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Chengalpattu,Chengalpattu Bazaar S.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Hanumanthai,Kunnavakkam B.O,603002,Chengalpattu,KANCHIPURAM,TAMIL NADU,51.10013406332114
Meleripakkam,Meleripakkam B.O,603003,Tirukalukundram,KANCHIPURAM,TAMIL NADU,32.49216781575379
Pulleri,Nenmeli B.O,603003,Tirukalukundram,KANCHIPURAM,TAMIL NADU,32.49216781575379
Thenur,Ammanambakkam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Thiruvadisoolam,Tiruvadisoolam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Alagusamudram,Nenmeli B.O,603003,Tirukalukundram,KANCHIPURAM,TAMIL NADU,32.49216781575379
Ammanambakkam,Vallam S.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Nemmeli,Nenmeli B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Porunthavakkam,Tiruvadisoolam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Thunjam,Nenmeli B.O,603003,Tirukalukundram,KANCHIPURAM,TAMIL NADU,32.49216781575379
Pattaravakkam,Tiruvadisoolam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Kalvari Nagar,Ammanambakkam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Keelavedu,Meleripakkam B.O,603003,Tirukalukundram,KANCHIPURAM,TAMIL NADU,32.49216781575379
Vallam,Vallam S.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Ammanambakkam,Ammanambakkam B.O,603003,Chengalpattu,KANCHIPURAM,TAMIL NADU,32.49216781575379
Mahindra world city,Mahindra World City S.O (Kanchipuram),603004,Chengalpattu,KANCHIPURAM,TAMIL NADU,38.901589790142495
Karumbakkam,Reddipalayam B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Palur,Palur B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Athur,Athur-chengalpattu S.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Reddipalayam,Reddipalayam B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Melmanapakkam,Palur B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Thimmavaram,Thimmavaram B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Villiambakkam,Villiambakkam B.O,603101,Chengalpattu,KANCHIPURAM,TAMIL NADU,36.94000683829218
Ayapakkam,Ayapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kattur R.F.,Vazhuvadur B.O,603102,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kunnathur,Manamai B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Lattur,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Manamai,Manamai B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Merkandai,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Nadurvakkarai,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Nerumbur,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Somasipattu,Melprumal Chery B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vazhuvodur,Vazhuvadur B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Poonthandalam,Vengapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vittalapuram I,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Neikuppi,Vengapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Pattaraikalani,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Perambakkam,Suradimangalam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Perumaleri,Melprumal Chery B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vengabakkam,Vengapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vittalapuram II,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kattur,Vazhuvadur B.O,603102,Chengalpattu,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kunnavakkam,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Panangattucheri,Ayapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Angamampattu,Suradimangalam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Bommarajapuram,Ayapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Chitlambakkam,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kalpakkam,Kalpakkam S.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kalpakkam,Pudupattinam Colony S.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kalpakkam,Reactor Research Centre B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Solaikuppam,Melprumal Chery B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Sooradimangalam,Suradimangalam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vasavasamudram,Vayalur B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Arambakkam,Vengapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Chinnakattupakkam,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Thimmur,Vazhuvadur B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Voyalur,Vayalur B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kondakarikuppam,Ayapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Meiyur,Kalpakkam S.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Pakkam,Pattaraikalani B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Vellapandal,Vazhuvadur B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Ilayanarkuppam,Melprumal Chery B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Kudiperumbakkam,Vittalapuram B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Nallathur,Ayapakkam B.O,603102,Tirukalukundram,KANCHIPURAM,TAMIL NADU,39.148744992869624
Pudupakkam,Pudupakkam B.O,603103,Chengalpattu,KANCHIPURAM,TAMIL NADU,27.68056822651308
Kelambakkam,Kelambakkam S.O,603103,Chengalpattu,KANCHIPURAM,TAMIL NADU,27.68056822651308
Thaiyur,Thaiyur B.O,603103,Chengalpattu,KANCHIPURAM,TAMIL NADU,27.68056822651308
Thaiyur R.F.,Thaiyur B.O,603103,Chengalpattu,KANCHIPURAM,TAMIL NADU,27.68056822651308
Krishanankaranai,Pattipulam B.O,603104,Chengalpattu,KANCHIPURAM,TAMIL NADU,33.45825309778508
Mamallapuram,Mamallapuram S.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Poonjeri,Poonjeri B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Kadambady,Kadambadi B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Nemmeli RF,Perur B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Perumaleri,Vadakadambadi B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Vadanemmeli,Perur B.O,603104,Chengalpattu,KANCHIPURAM,TAMIL NADU,33.45825309778508
Nallanpethal,Vadakadambadi B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Melkuppam,Kadambadi B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Kokilamedu,Kokilamedu B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Salavankuppam,Pattipulam B.O,603104,Chengalpattu,KANCHIPURAM,TAMIL NADU,33.45825309778508
Vadakadumbady,Vadakadambadi B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Koothavakkam,Koothavakkam B.O,603104,Sriperumbudur,KANCHIPURAM,TAMIL NADU,33.45825309778508
Nemmeli,Perur B.O,603104,Tirukalukundram,KANCHIPURAM,TAMIL NADU,33.45825309778508
Paiyanur,Zamin Paiyanur B.O,603104,Chengalpattu,KANCHIPURAM,TAMIL NADU,33.45825309778508
Pattipulam,Pattipulam B.O,603104,Chengalpattu,KANCHIPURAM,TAMIL NADU,33.45825309778508
Amoor,Sirudavur B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Arungundram,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Santhanampattu,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Amaiyampattu,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Chinna Irumbedu,Peria Irumbedu B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Thandarai,Peria Irumbedu B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Agaram,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Sirudavoor,Sirudavur B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Kuhipanthandalam,Kuzhipanthandalam B.O,603105,Tirukalukundram,KANCHIPURAM,TAMIL NADU,26.097469422995598
Kunnappattu,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Nelvoy,Kuzhipanthandalam B.O,603105,Tirukalukundram,KANCHIPURAM,TAMIL NADU,26.097469422995598
Panchanthiruthy,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Valarkundram,Mullipakkam B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Valavanthangal,Kuzhipanthandalam B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Amirthampallam,Peria Irumbedu B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Poondi,Mullipakkam B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Mullipakkam,Mullipakkam B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
PeriyaIrumbedu,Peria Irumbedu B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Dhakshnavarthy,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Echur,Kuzhipanthandalam B.O,603105,Tirukalukundram,KANCHIPURAM,TAMIL NADU,26.097469422995598
Manamathy,Manambathi S.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Orathur,Peria Irumbedu B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Poranthavakkam,Sirudavur B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Rayamangalam,Mullipakkam B.O,603105,Chengalpattu,KANCHIPURAM,TAMIL NADU,26.097469422995598
Arumbuliyur,Arumbuliyur B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Karumbakkam,Sathanjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Kurumanjeri,Seethananjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Mambakkam,Tiruvanaikoil B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Seethapuram,Arumbuliyur B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Orakkattupettai,Orakattupettai S.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Vichoor,Vitchur B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Karumbakkam,Seethananjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Kaliyapettai,Orakattupettai S.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Mulaginimeni,Tiruvanaikoil B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Pazhaveri,Arumbuliyur B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Sithandi,Vitchur B.O,603106,Maduranthakam,KANCHIPURAM,TAMIL NADU,49.05417249701348
Pinayur,Seethananjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Thiruvanaikoil,Tiruvanaikoil B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Seethananjeri,Seethananjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Kavithandalam,Orakattupettai S.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Mambakkam RF,Tiruvanaikoil B.O,603106,Chengalpattu,KANCHIPURAM,TAMIL NADU,49.05417249701348
Sathananjeri,Sathanjeri B.O,603106,Uthiramerur,KANCHIPURAM,TAMIL NADU,49.05417249701348
Annadhur,Chithanakkavur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kavanipakkam,Porpandal B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Palliagaram,Palliagaram B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Thottanaval,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Karunagaracheri,Palliagaram B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kolathur,Nelvoy B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Mambudur,Edayambudur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Mangalam,Palliagaram B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Nelveli,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Sithanakavoor,Chithanakkavur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Alapakkam,Salavakkam S.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Chinnalambadi,Anambakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Chitamur,Nelvoy B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Sadachivakkam,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Gindangarai,Salavakkam S.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kumaravadi,Palliagaram B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kurumbarai,Salavakkam S.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Neerkundram,Anambakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Salavakkam,Salavakkam S.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Vendivakkam,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kattuputhur,Olaiyur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kilakkadi,Kilakadi B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Nelli,Palliagaram B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Ozhaiyur,Olaiyur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Peranakkavur,Porpandal B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Vadathavoor,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Vinnamangalam,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Edayambudur,Edayambudur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Karikkili,Nelvoy B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Nelvoy,Nelvoy B.O,603107,Maduranthakam,KANCHIPURAM,TAMIL NADU,46.55040596342645
Porpandal,Porpandal B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Pulipakkam,Kilakadi B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Rettamangalam,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Valathodu,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Alanjeri,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Anambakkam,Anambakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Nerkundram,Anambakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Paleswaram,Edayambudur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Pandavakkam,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Edamichi,Porpandal B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Elapakkam,Valathodu B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kaithandalam,Olaiyur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Kunnavakkam,Kunnavakkam B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Thandarai,Chithanakkavur B.O,603107,Uthiramerur,KANCHIPURAM,TAMIL NADU,46.55040596342645
Hanumanthapuram,Hanumanthapuram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Konerikuppam,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Otteri,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Acharavakkam,Sembakkam S.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Agaram,Nellikuppam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Nellikuppam,Nellikuppam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Reddikuppam,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Sathankuppam,Hanumanthapuram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Kalvoy,Kalvoy B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Melaiyur RF,Melaiyur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Royalpattu,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Senneri,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Chettipatturayamankuppam,Madayathur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Maruderi,Sirunkundram B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Vengur u,Melaiyur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Viralpakkam,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Mailai,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Palur,Karumbakkam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Periyaputheri,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Perunthandalam,Senneri B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Kalvoy R.F,Kalvoy B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Kizhur,Nellikuppam B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Kondangi,Melaiyur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
Madathur RF,Madayathur B.O,603108,Chengalpattu,KANCHIPURAM,TAMIL NADU,34.576338923966475
